Loc,New Plant,Item,Size,Plant Name,Botanical Name,Common Name,Category,Zone,Royalty Code,2016 List Price,Net Price,Freight,Landed Price,SKU,Retail Price,UPC#,Qty Cfm,Qty Rem,Condition,Current Specs,Min Ord Qty,Available         ,Available Later,On,Available Later,On,Available Later,On,Stk Loc
GA,2015,412691,#1,SALVIA NEM BLUE MARVEL PPAF,Salvia nemorosa 'Blue Marvel'                               ,Blue Marvel Salvia                                          ,PRN,04,BHC, 6.00 , 5.04 , 0.54 , 4.74 ,,     ,014949424773,     ,     ,BUDS & BLOOMS,, 10 ,     , 165 ,07/30/15  , 165 ,03/28/16  ,     ,          ,
GA,    ,019541,#1,SALVIA NEM MARCUS R PP13322,Salvia nemorosa 'Haeumanarc' P.P.# 13322                    ,Marcus®  Meadow Sage,PRN,04,REZ, 6.00 , 5.04 , 0.54 , 5.58 ,,     ,014949052136,     ,     ,,CAN FULL, 10 ,     , 34 ,04/15/16  ,     ,          ,     ,          ,
GA,    ,01954UT,LittleOne,SALVIA NEM MARCUS R PP13322,Salvia nemorosa 'Haeumanarc' P.P.# 13322                    ,Marcus®  Meadow Sage,PRN,04,REZ, 3.25 , 2.73 , 0.40 , 3.13 ,,     ,014949228029,     ,     ,-,CAN FULL, 16 ,     , 19 ,03/28/16  ,     ,          ,     ,          ,
GA,2011,068421,#1,SALVIA WENDY'S WISH PP21889,"Salvia hybrida 'Wendy's Wish' P.P.#21,889                   ",Wendy's Wish Sage                                           ,PRN,09,PHI, 6.00 , 5.04 , 0.54 , 4.74 ,,     ,014949330401,     ,     ,,CAN FULL, 10 , 106 ,     ,          ,     ,          ,     ,          ,1K 0
GA,    ,070261,#1,SALVIA X SYL MAY NIGHT,Salvia 'May Night'                                          ,May Night Sage                                              ,PRN,04,, 5.25 , 4.41 , 0.54 , 4.95 ,,     ,014949787014,     ,     ,,CAN FULL, 10 ,     , 73 ,09/15/15  ,     ,          ,     ,          ,
GA,    ,030321,#1,SALVIA X SYL SNOW HILL,Salvia x sylvestris 'Snow Hill'                             ,Snow Hill Meadow Sage                                       ,PRN,04,, 5.25 , 4.41 , 0.54 , 4.95 ,,     ,014949067635,     ,     ,,CAN FULL, 10 ,     , 15 ,03/28/16  ,     ,          ,     ,          ,
GA,    ,070971,#1,SCABIOSA COL BUTTERFLY BLUE,Scabiosa columbaria 'Butterfly Blue'                        ,Butterfly Blue Pincushion Flower                            ,PRN,03,, 5.25 , 4.41 , 0.54 , 4.22 ,,     ,014949785515,     ,     ,BUDS & BLOOMS,CAN FULL, 10 , 84 ,     ,          ,     ,          ,     ,          ,1K 0
GA,2015,088961,#1,SCABIOSA COL GIGA TM BLUE,Scabiosa columbaria 'Giga Blue'                             ,Giga™  Blue Pincushion Flower,PRN,03,, 5.25 , 4.41 , 0.54 , 4.95 ,,     ,014949423370,     ,     ,,, 10 ,     , 334 ,03/28/16  ,     ,          ,     ,          ,
GA,    ,071661,#1,SCABIOSA COL PINK MIST,Scabiosa columbaria 'Pink Mist'                             ,Pink Mist Pincushion Flower                                 ,PRN,03,, 5.25 , 4.41 , 0.54 , 4.22 ,,     ,014949002704,     ,     ,BUDS & BLOOMS,CAN FULL, 10 , 355 ,     ,          ,     ,          ,     ,          ,1K 0
GA,    ,05869UT,LittleOne,SCUTELLARIA SUFF TEXAS ROSE,Scutellaria suffrutescens 'Texas Rose'                      ,Texas Rose Skullcap                                         ,PRN,07,, 3.25 , 2.73 , 0.40 , 2.68 ,,     ,014949311806,     ,     ,-,CAN FULL, 16 ,     , 50 ,03/28/16  ,     ,          ,     ,          ,
GA,    ,029141,#1,SEDUM BLUE SPRUCE,Sedum reflexum 'Blue Spruce'                                ,Blue Spruce Stonecrop                                       ,PRN,03,, 5.50 , 4.62 , 0.54 , 5.16 ,,     ,014949276334,     ,     ,-,CAN FULL, 10 ,     , 29 ,04/15/16  ,     ,          ,     ,          ,
GA,2011,065021,#1,SEDUM DASYPHYLLUM MAJOR,Sedum dasyphyllum 'Major'                                   ,Corsican Stonecrop                                          ,PRN,05,, 5.50 , 4.62 , 0.54 , 4.39 ,,     ,014949326978,     ,     ,-,, 10 , 700 ," 1,000 ",04/15/16  ,     ,          ,     ,          ,1MB7
GA,2011,06514UT,LittleOne,SEDUM MAKINOI LIMELIGHT,Sedum makinoi 'Limelight'                                   ,Limelight Japanese Stonecrop                                ,PRN,06,, 3.25 , 2.73 , 0.40 , 3.13 ,,     ,014949309827,     ,     ,-,CAN FULL, 16 ,     , 19 ,03/28/16  ,     ,          ,     ,          ,
GA,    ,044871,#1,SEDUM RUP ANGELINA PPAF,Sedum rupestre 'Angelina'                                   ,Angelina Stonecrop                                          ,PRN,03,OLD, 5.50 , 4.62 , 0.54 , 5.16 ,,     ,014949314272,     ,     ,-,CAN FULL, 10 ,     , 9 ,04/15/16  ,     ,          ,     ,          ,
GA,    ,04487UT,LittleOne,SEDUM RUP ANGELINA PPAF,Sedum rupestre 'Angelina'                                   ,Angelina Stonecrop                                          ,PRN,03,OLD, 3.25 , 2.73 , 0.40 , 3.13 ,,     ,014949304877,     ,     ,-,CAN FULL, 16 ,     , 32 ,03/28/16  ,     ,          ,     ,          ,
GA,2013,087481,#1,SEDUM SSPKLR R CHERRY TART PAF,Sedum 'Cherry Tart' P.P.A.F.                                ,Sunsparkler®  Cherry Tart Stonecrop,PRN,04,, 5.75 , 4.83 , 0.54 , 4.57 ,,     ,014949369760,     ,     ,-,CAN FULL, 10 ,     , 50 ,09/01/15  , 50 ,03/28/16  ,     ,          ,
GA,2013,007301,#1,SEDUM SSPRKLR R LIME ZNGR PPAF,Sedum 'Lime Zinger' P.P.A.F.                                ,Sunsparkler®  Lime Zinger Sedum,PRN,04,, 5.75 , 4.83 , 0.54 , 4.57 ,,     ,014949409237,     ,     ,-,, 10 ,     , 16 ,03/28/16  ,     ,          ,     ,          ,
GA,    ,06987UT,LittleOne,SEDUM TETRACTINUM CORAL REEF,Sedum tetractinum 'Coral Reef'                              ,Chinese Sedum                                               ,PRN,05,, 3.25 , 2.73 , 0.40 , 2.68 ,,     ,014949354124,     ,     ,-,CAN FULL, 16 , 48 ,     ,          ,     ,          ,     ,          ,1MB7
GA,    ,07073UT,LittleOne,SEDUM TRICOLOR,Sedum spurium 'Tricolor'                                    ,Variegated Stonecrop                                        ,PRN,04,, 3.25 , 2.73 , 0.40 , 3.13 ,,     ,014949046289,     ,     ,-,CAN FULL, 16 , 404 , 404 ,03/28/16  ,     ,          ,     ,          ,1MB7
GA,    ,025041,#1,SEDUM X AUTUMN FIRE,Sedum x 'Autumn Fire'                                       ,Autumn Fire Stonecrop                                       ,PRN,03,, 5.50 , 4.62 , 0.54 , 5.16 ,,     ,014949049969,     ,     ,-,CAN FULL, 10 ,     , 12 ,04/15/16  ,     ,          ,     ,          ,
GA,    ,070741,#1,SEDUM X AUTUMN JOY,Sedum x 'Autumn Joy'                                        ,Autumn Joy Stonecrop                                        ,PRN,04,, 5.50 , 4.62 , 0.54 , 5.16 ,,     ,014949707418,     ,     ,-,CAN FULL, 10 ,     , 79 ,08/01/15  , 79 ,09/01/15  , 79 ,10/01/15  ,
GA,    ,07074UT,LittleOne,SEDUM X AUTUMN JOY,Sedum x 'Autumn Joy'                                        ,Autumn Joy Stonecrop                                        ,PRN,04,, 3.25 , 2.73 , 0.40 , 3.13 ,,     ,014949046302,     ,     ,-,CAN FULL, 16 ,     , 23 ,08/01/15  ,     ,          ,     ,          ,
GA,    ,06559UT,LittleOne,SEMPERVIVUM BLACK,Sempervivum 'Black'                                         ,Black Hens and Chicks                                       ,PRN,04,, 3.25 , 2.73 , 0.40 , 2.68 ,,     ,014949309292,     ,     ,-,CAN FULL, 16 ,     , 25 ,03/27/16  ,     ,          ,     ,          ,
GA,2011,06560UT,LittleOne,SEMPERVIVUM GREEN WHEEL,Sempervivum 'Green Wheel'                                   ,Green Wheel Hens and Chicks                                 ,PRN,04,, 3.25 , 2.73 , 0.40 , 3.13 ,,     ,014949309315,     ,     ,-,"2""S", 16 ,     , 18 ,03/28/16  ,     ,          ,     ,          ,
GA,2011,065611,#1,SEMPERVIVUM KREBS DES ROSE,Sempervivum 'Krebs'                                         ,Krebs Desert Rose Hens and Chicks                           ,PRN,04,, 6.75 , 5.67 , 0.54 , 5.27 ,,     ,014949321430,     ,     ,-,"5""S", 10 , 356 ,     ,          ,     ,          ,     ,          ,1MF3
GA,2011,06561UT,LittleOne,SEMPERVIVUM KREBS DES ROSE,Sempervivum 'Krebs'                                         ,Krebs Desert Rose Hens and Chicks                           ,PRN,04,, 3.25 , 2.73 , 0.40 , 3.13 ,,     ,014949309339,     ,     ,-,"3""S", 16 ,     , 26 ,03/28/16  ,     ,          ,     ,          ,
GA,    ,06563UT,LittleOne,SEMPERVIVUM RED RUBIN,Sempervivum 'Red Rubin'                                     ,Red Rubin Hens and Chicks                                   ,PRN,04,, 3.25 , 2.73 , 0.40 , 3.13 ,,     ,014949309353,     ,     ,-,CAN FULL, 16 ,     , 30 ,03/28/16  ,     ,          ,     ,          ,
GA,    ,011881,#1,SETCREASEA PALLIDA,Setcreasea pallida                                          ,Purple Heart                                                ,PRN,07,, 5.25 , 4.41 , 0.54 , 4.22 ,,     ,014949023921,     ,     ,,CAN FULL, 10 , 520 ," 1,189 ",08/15/15  ," 1,210 ",03/28/16  ,     ,          ,1P3K
GA,2014,011011,#1,SISYRINCHIUM ANG BLUE NOTE TM,Sisyrinchium angustifolium                                  ,Blue Note™  Blue-Eyed Grass,PRN,04,, 6.00 , 5.04 , 0.54 , 4.74 ,,     ,014949378489,     ,     ,-,CAN FULL, 10 , 218 , 218 ,03/28/16  ,     ,          ,     ,          ,1MD16
GA,    ,011891,#1,SISYRINCHIUM ANG LUCERNE,Sisyrinchium angustifolium 'Lucerne'                        ,Lucerne Blue Eyed Grass                                     ,PRN,05,, 5.25 , 4.41 , 0.54 , 4.22 ,,     ,014949023945,     ,     ,-,CAN FULL, 10 , 509 , 509 ,03/28/16  ,     ,          ,     ,          ,"1MD16, 1MD5"
GA,    ,01189UT,LittleOne,SISYRINCHIUM ANG LUCERNE,Sisyrinchium angustifolium 'Lucerne'                        ,Lucerne Blue Eyed Grass                                     ,PRN,05,, 3.25 , 2.73 , 0.40 , 3.13 ,,     ,014949023969,     ,     ,,"4""H - 2""S", 16 ,     , 17 ,03/28/16  ,     ,          ,     ,          ,
GA,    ,011983,#3,SPIRAEA JAP GOLDMOUND,Spiraea japonica 'Goldmound'                                ,Goldmound Spirea                                            ,DCS,04,, 15.25 , 12.81 , 2.15 , 14.96 ,,     ,014949024133,     ,     ,,"15""S", 5 ,     , 362 ,04/27/16  ,     ,          ,     ,          ,
GA,    ,071253,#3,SPIRAEA JAP LITTLE PRINCESS,Spiraea japonica 'Little Princess'                          ,Little Princess Spirea                                      ,DCS,04,, 13.50 , 11.34 , 2.15 , 13.49 ,,     ,014949035856,     ,     ,,"8""H - 15""S", 5 ,     ," 1,077 ",04/27/16  ,     ,          ,     ,          ,
GA,    ,071573,#3,SPIRAEA JAP MAGIC CARPET P9363,Spiraea japonica 'Walbuma'                                  ,Magic Carpet Spirea                                         ,DCS,04,PHI, 15.25 , 12.81 , 2.15 , 14.96 ,,     ,014949010341,     ,     ,,"15""S", 5 ,     , 201 ,04/15/16  ,     ,          ,     ,          ,
GA,    ,071153,#3,SPIRAEA X ANTHONY WATERER,Spiraea x bumalda 'Anthony Waterer'                         ,Anthony Waterer Spirea                                      ,DCS,04,, 13.50 , 11.34 , 2.15 , 13.49 ,,     ,014949046425,     ,     ,,"12""H - 14""S", 5 ,     , 227 ,06/01/16  ,     ,          ,     ,          ,
GA,    ,020111,#1,SPIRAEA X GOLDEN SUNRISE TM,Spiraea x bumalda 'Monhud'                                  ,Golden Sunrise™  Spirea,DCS,04,, 6.50 , 5.46 , 0.54 , 6.00 ,,     ,014949021293,     ,     ,,"8""S", 10 ,     , 171 ,11/01/15  ," 1,012 ",04/27/16  ,     ,          ,
GA,    ,071172,#2,SPIRAEA X GOLDFLAME,Spiraea x bumalda 'Goldflame'                               ,Goldflame Spirea                                            ,DCS,04,, 13.75 , 11.55 , 1.35 , 12.90 ,,     ,014949711729,     ,     ,,, 5 ,     , 199 ,09/01/15  ,     ,          ,     ,          ,
GA,    ,065641,#1,STOKESIA LAEVIS COLORWHEEL,Stokesia laevis 'Color Wheel'                               ,Color Wheel Stokes' Aster                                   ,PRN,05,, 5.75 , 4.83 , 0.54 , 4.57 ,,     ,014949308004,     ,     ,BUDS & BLOOMS,CAN FULL, 10 , 120 ,     ,          ,     ,          ,     ,          ,1K 0
GA,    ,012595,#5,THUJA GREEN GIANT,Thuja (standish x plicata) 'Green Giant'                    ,Green Giant Western Arborvitae                              ,CON,04,, 23.00 , 19.32 , 2.69 , 22.01 ,,     ,014949025161,     ,     ,,"28""H", 5 ,     , 11 ,01/01/16  ,     ,          ,     ,          ,
GA,    ,012597,#7,THUJA GREEN GIANT,Thuja (standish x plicata) 'Green Giant'                    ,Green Giant Western Arborvitae                              ,CON,04,, 50.25 , 42.21 , 7.62 , 49.83 ,,     ,014949025178,     ,     ,,"36""H", 2 ,     , 23 ,03/28/16  ,     ,          ,     ,          ,
GA,    ,012599,#15,THUJA GREEN GIANT,Thuja (standish x plicata) 'Green Giant'                    ,Green Giant Western Arborvitae                              ,CON,04,, 85.75 , 72.03 , 15.61 , 87.64 ,,     ,014949025185,     ,     ,,"60""H", 1 ,     , 21 ,03/28/16  ,     ,          ,     ,          ,
GA,    ,01259X,#30,THUJA GREEN GIANT,Thuja (standish x plicata) 'Green Giant'                    ,Green Giant Western Arborvitae                              ,CON,04,, 148.50 , 124.74 , 31.39 , 156.13 ,,     ,014949008898,     ,     ,,7'H, 1 , 3 ,     ,          ,     ,          ,     ,          ,3CI1
GA,    ,072815,#5,THUJA OC DEGROOT'S SPIRE,Thuja occidentalis 'Degroot's Spire'                        ,Degroot's Spire Arborvitae                                  ,CON,03,, 23.00 , 19.32 , 2.69 , 22.01 ,,     ,014949728154,     ,     ,,"33""H - 12""S", 5 , 5 , 5 ,09/01/15  ,     ,          ,     ,          ,1L 4
GA,2011,047442,#2,THUJA OC FIRE CHIEF TM P19009,"Thuja occidentalis 'Congabe' P.P. #19,009                   ",Fire Chief™  Globe Arborvitae,CON,05,CPC, 16.25 , 13.65 , 1.35 , 15.00 ,,     ,014949255841,     ,     ,,"12""S", 5 , 5 , 6 ,03/28/16  ,     ,          ,     ,          ,1L 3
GA,2015,015222,#2,THUJA OC SHERWOOD MOSS,Thuja occidentalis 'Sherwood Moss'                          ,Sherwood Moss Arborvitae                                    ,CON,04,, 15.00 , 12.60 , 1.35 , 13.95 ,,     ,014949356401,     ,     ,,, 5 , 278 , 278 ,09/01/15  , 278 ,04/15/16  ,     ,          ,1L 3
GA,    ,05124UT,LittleOne,THYMUS PRA PINK CHINTZ,Thymus 'Pink Chintz'                                        ,Pink Chintz Thyme                                           ,PRN,04,, 3.25 , 2.73 , 0.40 , 3.13 ,,     ,014949272848,     ,     ,-,CAN FULL, 16 ,     , 15 ,04/15/16  ,     ,          ,     ,          ,
GA,    ,039751,#1,TIBOUCHINA LEPIDOTA,Tibouchina lepidota                                         ,Glory Bush                                                  ,EVS,10,LLF, 7.50 , 6.30 , 0.54 , 6.84 ,,     ,014949249000,     ,     ,,"8""H - 8""S", 10 , 188 , 198 ,03/28/16  ,     ,          ,     ,          ,"1P5I, 1P5J"
GA,    ,039752,#2,TIBOUCHINA LEPIDOTA,Tibouchina lepidota                                         ,Glory Bush                                                  ,EVS,10,LLF, 15.25 , 12.81 , 1.35 , 14.16 ,,     ,014949273906,     ,     ,,"12""H - 12""S", 5 , 460 , 246 ,08/15/15  , 745 ,03/28/16  ,     ,          ,"1P5H, 1P5I"
GA,    ,039755,#5,TIBOUCHINA LEPIDOTA,Tibouchina lepidota                                         ,Glory Bush                                                  ,EVS,10,LLF, 24.00 , 20.16 , 2.69 , 22.85 ,,     ,014949248829,     ,     ,,"14""H - 16""S", 5 ,     , 156 ,08/15/15  , 229 ,03/28/16  ,     ,          ,
GA,    ,039755PT,#5 PATIO TREE,TIBOUCHINA LEPIDOTA,Tibouchina lepidota                                         ,Glory Bush                                                  ,EVS,10,LLF, 41.75 , 35.07 , 4.04 , 33.27 ,,     ,014949253014,     ,     ,,"15""S", 2 , 617 , 849 ,04/01/16  ,     ,          ,     ,          ,"1P6W, 1P6X"
GA,    ,070051ST,#1 STAKED,TRACH JASMINOIDES,Trachelospermum jasminoides                                 ,Star Jasmine                                                ,VIN,08,, 7.50 , 6.30 , 0.54 , 6.84 ,,     ,014949700419,     ,     ,,"21""H", 10 , 609 ," 2,329 ",09/01/15  ," 2,329 ",03/28/16  ,     ,          ,1Q 2
GA,    ,012731ST,#1 STAKED,TRACH JASMINOIDES MADISON,Trachelospermum jasminoides 'Madison'                       ,Madison Star Jasmine                                        ,VIN,07,, 7.50 , 6.30 , 0.54 , 6.84 ,,     ,014949025413,     ,     ,,"24""H", 10 ,     , 192 ,08/15/15  ," 1,109 ",09/01/15  ," 1,109 ",03/27/16  ,
GA,    ,012735ST,#5 STAKED,TRACH JASMINOIDES MADISON,Trachelospermum jasminoides 'Madison'                       ,Madison Star Jasmine                                        ,VIN,07,, 24.50 , 20.58 , 2.69 , 23.27 ,,     ,014949025437,     ,     ,,"48""H", 5 ,     , 2 ,03/28/16  ,     ,          ,     ,          ,
GA,    ,072611,#1,TRADESCANTIA BLU&GLD(SWT KATE),Tradescantia x 'Blue & Gold'                                ,Blue & Gold Spiderwort                                      ,PRN,03,, 5.25 , 4.41 , 0.54 , 4.22 ,,     ,014949726112,     ,     ,-,2-3 FANS, 10 ,     , 34 ,03/27/16  ,     ,          ,     ,          ,
GA,    ,056232,#2,VACC BOUNTIFUL BLUE R PP19381,"Vaccinium corymbosum 'FLX-2' P.P.# 19,381                   ",Bountiful Blue®  Blueberry,DCS,06,FCF, 16.25 , 13.65 , 1.35 , 15.00 ,,     ,014949287781,     ,     ,,"12""H - 10""S", 5 ,     , 125 ,03/27/16  ,     ,          ,     ,          ,
GA,    ,021742,#2,VACCINIUM CORY SUNSHINE BLUE,Vaccinium x 'Sunshine Blue' (Southern Highbush)             ,Sunshine Blue Blueberry                                     ,DCS,05,, 13.50 , 11.34 , 1.35 , 12.69 ,,     ,014949198094,     ,     ,,"12""H - 10""S", 5 ,     , 736 ,11/01/15  ,     ,          ,     ,          ,
GA,    ,034482,#2,VACCINIUM CORYMBOSUM JUBILEE,Vaccinium corymbosum 'Jubilee' (Southern Highbush)          ,Jubilee Blueberry                                           ,DCS,05,, 15.75 , 13.23 , 1.35 , 14.58 ,,     ,014949207765,     ,     ,,"12""H - 10""S", 5 ,     ," 1,211 ",11/01/15  ," 1,718 ",03/28/16  ,     ,          ,
GA,2015,409241,#1,VERB ENDURASCP TM DRK PRL PPAF,Verbena hybrida 'Balendakle' P.P.A.F.                       ,Endurascape™  Purple Verbena,PRN,07,BHC, 5.25 , 4.41 , 0.54 , 4.22 ,,     ,014949416044,     ,     ,BUDS & BLOOMS,, 10 , 120 , 120 ,03/28/16  ,     ,          ,     ,          ,1K 0
GA,2015,409221,#1,VERB ENDURASCP TM RED PPAF,Verbena hybrida 'Balendred' P.P.A.F.                        ,Endurascape™  Red Verbena,PRN,07,BHC, 5.25 , 4.41 , 0.54 , 4.22 ,,     ,014949416020,     ,     ,BUDS & BLOOMS,, 10 , 98 , 98 ,10/01/15  , 155 ,03/28/16  ,     ,          ,1K 0
GA,    ,073461,#1,VERBENA X PURPLE SPREADER TM,Verbena canadensis 'Homestead Purple'                       ,Purple Spreader™  Garden Verbena,PRN,07,, 5.25 , 4.41 , 0.54 , 4.22 ,,     ,014949734612,     ,     ,BUDS & BLOOMS,CAN FULL, 10 , 406 ,     ,          ,     ,          ,     ,          ,1K 0
GA,    ,074759,#15,VIB AWABUKI CHINDO,Viburnum awabuki 'Chindo'                                   ,Chindo Sweet Viburnum                                       ,EVS,07,, 62.75 , 52.71 , 19.46 , 72.17 ,,     ,014949049648,     ,     ,,"42""H", 1 , 67 , 67 ,11/01/15  ,     ,          ,     ,          ,3CH6
GA,    ,092671X,#1 BLK POT,VIB OBOVATUM WHORLED CLASS,Viburnum obovatum 'Whorled Class'                           ,Whorled Class Viburnum                                      ,EVS,08,,     ,     , 0.54 , 0.54 ,,     ,014949264058,     ,     ,,, 10 ,     ," 1,336 ",11/01/15  ,     ,          ,     ,          ,
GA,    ,092675,#5,VIB OBOVATUM WHORLED CLASS,Viburnum obovatum 'Whorled Class'                           ,Whorled Class Viburnum                                      ,EVS,08,, 21.50 , 18.06 , 2.69 , 20.75 ,,     ,014949264065,     ,     ,,"10""H-15""S", 5 , 221 , 221 ,11/01/15  ,     ,          ,     ,          ,1M 1
GA,    ,075105,#5,VIB OPULUS STERILE,Viburnum opulus 'Sterile'                                   ,Eastern Snowball                                            ,DCS,03,, 21.75 , 18.27 , 2.69 , 20.96 ,,     ,014949751053,     ,     ,,, 5 , 30 , 30 ,11/01/15  , 30 ,05/30/16  ,     ,          ,3WL2
GA,    ,076005,#5,VIB TINUS COMPACTUM,Viburnum tinus 'Compactum'                                  ,Spring Bouquet Laurustinus                                  ,EVS,07,, 21.50 , 18.06 , 2.69 , 20.75 ,,     ,014949760055,     ,     ,,"18""H - 15""S", 5 , 543 , 543 ,11/01/15  , 543 ,06/01/16  ,     ,          ,1M 3
GA,    ,075755,#5,VIB X PRAGENSE,Viburnum x pragense                                         ,Prague Viburnum                                             ,DCS,05,, 24.75 , 20.79 , 2.69 , 23.48 ,,     ,014949757550,     ,     ,,"18""H - 12""S", 5 ,     , 285 ,11/01/15  ,     ,          ,     ,          ,
GA,    ,076131,#1,VINCA MINOR BOWLES',Vinca minor 'Bowles'                                        ,Bowles' Common Periwinkle                                   ,PRN,04,, 5.25 , 4.41 , 0.54 , 4.95 ,,     ,014949761311,     ,     ,,CAN FULL, 10 ,     ," 1,761 ",04/15/16  ,     ,          ,     ,          ,
GA,    ,076192,#2,VITEX TRI PURPUREA,Vitex trifolia 'Purpurea'                                   ,Arabian Lilac                                               ,DCS,09,, 15.75 , 13.23 , 1.35 , 14.58 ,,     ,014949761977,     ,     ,,, 5 ,     ," 1,038 ",04/01/16  ,     ,          ,     ,          ,
GA,    ,076561S,SuperOne TM,WEIGELA FL WINE&ROSES R P10772,"Weigela florida 'Alexandra' P.P. #10,772, C.B.R. #2,642     ",Wine & Roses®  Weigela,DCS,04,PW, 10.00 , 8.40 , 0.90 , 9.30 ,,     ,014949064658,     ,     ,,"10""H - 10""S", 10 ,     , 143 ,10/01/15  ,     ,          ,     ,          ,
