Loc,Item,Size,Plant Name,Botanical Name,Common Name,Chosen Items,Royalty Code,UPC#
OR,075021S,SuperOne TM,SPIRAEA DBLPLAY R GOLD PPAF,"Spiraea japonica 'Yan' P.P. # 21,615                        ",Double Play®  Gold Spirea,1,PW,14949336595
CT,075023S,Super 3,SPIRAEA DBLPLAY R GOLD PPAF,"Spiraea japonica 'Yan' P.P. # 21,615                        ",Double Play®  Gold Spirea,,PW,14949412282
OR,71201,#1,SPIRAEA DOLCHICA,Spiraea x bumalda 'Dolchica'                                ,Dolchica Spirea                                             ,,,14949712016
OR,71202,#2,SPIRAEA DOLCHICA,Spiraea x bumalda 'Dolchica'                                ,Dolchica Spirea                                             ,,,14949712023
OR,71252,#2,SPIRAEA JAP LITTLE PRINCESS,Spiraea japonica 'Little Princess'                          ,Little Princess Spirea                                      ,,,14949712528
CT,71253,#3,SPIRAEA JAP LITTLE PRINCESS,Spiraea japonica 'Little Princess'                          ,Little Princess Spirea                                      ,,,14949035856
OR,71572,#2,SPIRAEA JAP MAGIC CARPET P9363,Spiraea japonica 'Walbuma' P.P.# 9363                       ,Magic Carpet Spirea                                         ,,PHI,14949715727
OR,71581,#1,SPIRAEA JAP NEON FLASH,Spiraea japonica 'Neon Flash'                               ,Neon Flash Spirea                                           ,,,14949715819
OR,71582,#2,SPIRAEA JAP NEON FLASH,Spiraea japonica 'Neon Flash'                               ,Neon Flash Spirea                                           ,,,14949715826
CT,71582,#2,SPIRAEA JAP NEON FLASH,Spiraea japonica 'Neon Flash'                               ,Neon Flash Spirea                                           ,,,14949715826
CT,71583,#3,SPIRAEA JAP NEON FLASH,Spiraea japonica 'Neon Flash'                               ,Neon Flash Spirea                                           ,,,14949046777
OR,71281,#1,SPIRAEA JAP SHIROBANA,Spiraea japonica 'Shirobana'                                ,Shirobana Spirea                                            ,,,14949712818
GA,71282,#2,SPIRAEA JAP SHIROBANA,Spiraea japonica 'Shirobana'                                ,Shirobana Spirea                                            ,,,14949712825
CT,71283,#3,SPIRAEA JAP SHIROBANA,Spiraea japonica 'Shirobana'                                ,Shirobana Spirea                                            ,,,14949046593
OR,71285,#5,SPIRAEA JAP SHIROBANA,Spiraea japonica 'Shirobana'                                ,Shirobana Spirea                                            ,,,14949712856
CT,406683,#3,SPIRAEA JAP WHITE GOLD,                                                            ,                                                            ,,,14949398531
OR,71301,#1,SPIRAEA NIPPON SNOWMOUND,Spiraea nipponica 'Snowmound'                               ,Snowmound Spirea                                            ,,,14949713013
OR,71302,#2,SPIRAEA NIPPON SNOWMOUND,Spiraea nipponica 'Snowmound'                               ,Snowmound Spirea                                            ,,,14949713020
OR,71151,#1,SPIRAEA X ANTHONY WATERER,Spiraea x bumalda 'Anthony Waterer'                         ,Anthony Waterer Spirea                                      ,,,14949711514
OR,71152,#2,SPIRAEA X ANTHONY WATERER,Spiraea x bumalda 'Anthony Waterer'                         ,Anthony Waterer Spirea                                      ,,,14949711521
CT,71152,#2,SPIRAEA X ANTHONY WATERER,Spiraea x bumalda 'Anthony Waterer'                         ,Anthony Waterer Spirea                                      ,,,14949711521
GA,71152,#2,SPIRAEA X ANTHONY WATERER,Spiraea x bumalda 'Anthony Waterer'                         ,Anthony Waterer Spirea                                      ,,,14949711521
CT,71153,#3,SPIRAEA X ANTHONY WATERER,Spiraea x bumalda 'Anthony Waterer'                         ,Anthony Waterer Spirea                                      ,,,14949046425
OR,71171,#1,SPIRAEA X GOLDFLAME,Spiraea x bumalda 'Goldflame'                               ,Goldflame Spirea                                            ,,,14949711712
OR,71172,#2,SPIRAEA X GOLDFLAME,Spiraea x bumalda 'Goldflame'                               ,Goldflame Spirea                                            ,,,14949711729
GA,71172,#2,SPIRAEA X GOLDFLAME,Spiraea x bumalda 'Goldflame'                               ,Goldflame Spirea                                            ,,,14949711729
CT,71173,#3,SPIRAEA X GOLDFLAME,Spiraea x bumalda 'Goldflame'                               ,Goldflame Spirea                                            ,,,14949046432
OR,71231,#1,SPIRAEA X LIMEMOUND R,Spiraea x bumalda 'Monhub'                                  ,Limemound®  Spirea,,,14949712313
OR,71232,#2,SPIRAEA X LIMEMOUND R,Spiraea x bumalda 'Monhub'                                  ,Limemound®  Spirea,,,14949712320
CA,71611,#1,SPIRAEA X VAN RENAISSANCE,Spiraea x vanhouttei 'Renaissance'                          ,Renaissance Spirea                                          ,,,14949785614
CA,71612,#2,SPIRAEA X VAN RENAISSANCE,Spiraea x vanhouttei 'Renaissance'                          ,Renaissance Spirea                                          ,,,14949785621
CT,71453,#3,SPIRAEA X VANHOUTTEI,Spiraea x vanhouttei                                        ,BRIDAL WREATH SPIREA                                        ,,,14949046685
GA,12091,#1,STACHYS BIG EARS,Stachys byzantina 'Big Ears'                                ,Big Ears Lamb's Ear                                         ,,,14949307991
GA,01209UT,LittleOne,STACHYS BIG EARS,Stachys byzantina 'Big Ears'                                ,Big Ears Lamb's Ear                                         ,,,14949312698
CT,12111,#1,STACHYS SILVER CARPET,Stachys byzantina 'Silver Carpet'                           ,Silver Carpet Lamb's Ear                                    ,,,14949050811
GA,12111,#1,STACHYS SILVER CARPET,Stachys byzantina 'Silver Carpet'                           ,Silver Carpet Lamb's Ear                                    ,,,14949050811
CT,12112,#2,STACHYS SILVER CARPET,Stachys byzantina 'Silver Carpet'                           ,Silver Carpet Lamb's Ear                                    ,,,14949024348
GA,01211UT,LittleOne,STACHYS SILVER CARPET,Stachys byzantina 'Silver Carpet'                           ,Silver Carpet Lamb's Ear                                    ,,,14949318263
CA,50655,#5,STACHYURUS SAL SPARKLER R,Stachyurus salicifolia 'MonEmeri'                           ,Sparklers®  Willow-Leaf Stachyurus,,HIN,14949285930
CT,406701,#1,STEPANANDRA INC CRISPA,                                                            ,                                                            ,,,14949398555
CA,71555,#5 STAKED,STEPHANOTIS FLORIBUNDA,Stephanotis floribunda                                      ,Madagascar Jasmine                                          ,,,14949715550
CT,06399RND,Pint ROUND,STEVIA REBAUDIANA,Stevia rebaudiana                                           ,Sweetleaf                                                   ,,,14949385104
CT,406717,#7,STEWARTIA KOREANA,                                                            ,                                                            ,,,14949398562
CT,406721,#1,STOKESIA LAEVIS BLUE DANUBE,                                                            ,                                                            ,,,14949398586
GA,12121,#1,STOKESIA LAEVIS KLAUS JELITTO,Stokesia laevis 'Klaus Jelitto'                             ,Klaus Jelitto Stoke's Aster                                 ,,,14949024355
CA,71755,#5,STRELITZIA REGINAE,Strelitzia reginae                                          ,Bird Of Paradise                                            ,,,14949717554
CA,47912,#2,STROMANTHE SANG TRIOSTAR,Stromanthe sanguinea 'Triostar'                             ,Triostar Stromanthe                                         ,,,14949260180
GA,47912,#2,STROMANTHE SANG TRIOSTAR,Stromanthe sanguinea 'Triostar'                             ,Triostar Stromanthe                                         ,,,14949260180
OR,32985,#5,STYRAX FRAG FOUNTAIN TM P19664,Styrax japonicus 'Fragrant Fountain' P.P.# 19664            ,Fragrant Fountain Japanese Snowbell                         ,,PHI,14949219942
OR,71735,#5,STYRAX JAPONICUS,Styrax japonicus                                            ,Japanese Snowbell Tree                                      ,,,14949717356
OR,48325,#5,SYMPH BLADE OF SUN TM PP18567,"Symphoricarpos chenaultii 'Blade of Sun' P.P. #18,567       ",Blade of Sun Snowberry                                      ,,CPC,14949260470
OR,17665,#5,SYMPH BRIGHT FANTASY TM P14570,Symphoricarpos 'Bokrabright' P.P.# 14570                    ,Bright Fantasy™  Snowberry,,PNL,14949030523
CT,406753,#3,SYMPH CANDY SENSATION P20931,                                                            ,                                                            ,,,14949398654
OR,17675,#5,SYMPH CHARMNG FANTSY TM P13204,Symphoricarpos 'Kolcharm' P.P.# 13204                       ,Charming Fantasy™  Snowberry,,PNL,14949030547
OR,17695,#5,SYMPH SCARLET PEARL PP13244,Symphoricarpos 'Scarlet Pearl' P.P.# 13244                  ,Scarlet Pearl Snowberry                                     ,,PNL,14949030585
CT,406763,#3,SYMPH SWEET SENSATION PPAF,                                                            ,                                                            ,,,14949398678
OR,074681S,SuperOne TM,SYRINGA BLOOMERNG R PUR P20575,"Syringa x 'Penda' P.P. #20,575, C.B.R.A.F.                  ",Bloomerang®  Purple Lilac,,PW,14949336632
CT,074683S,Super 3,SYRINGA BLOOMERNG R PUR P20575,"Syringa x 'Penda' P.P. #20,575, C.B.R.A.F.                  ",Bloomerang®  Purple Lilac,,PW,14949412305
OR,74685,#5,SYRINGA BLOOMERNG R PUR P20575,"Syringa x 'Penda' P.P. #20,575, C.B.R.A.F.                  ",Bloomerang®  Purple Lilac,,PW,14949338384
CT,406823,#3,SYRINGA KRASAVITSA MOSKVY,                                                            ,                                                            ,,,14949398708
CT,71863,#3,SYRINGA MEYERI PALIBIN,Syringa meyeri 'Palibin'                                    ,Dwarf Korean Lilac                                          ,,,14949047187
CT,71865,#5,SYRINGA MEYERI PALIBIN,Syringa meyeri 'Palibin'                                    ,Dwarf Korean Lilac                                          ,,,14949718650
OR,71972,#2,SYRINGA PATULA,Syringa pubescens subsp. patula                             ,Korean Lilac                                                ,,,14949719725
OR,72021,#1,SYRINGA PATULA MISS KIM,Syringa pubescens subsp. patula 'Miss Kim'                  ,Miss Kim Korean Lilac                                       ,,,14949720219
CA,72021,#1,SYRINGA PATULA MISS KIM,Syringa pubescens subsp. patula 'Miss Kim'                  ,Miss Kim Korean Lilac                                       ,,,14949720219
OR,072021S,SuperOne TM,SYRINGA PATULA MISS KIM,Syringa pubescens subsp. patula 'Miss Kim'                  ,Miss Kim Korean Lilac                                       ,,,14949177570
OR,72022,#2,SYRINGA PATULA MISS KIM,Syringa pubescens subsp. patula 'Miss Kim'                  ,Miss Kim Korean Lilac                                       ,,,14949720226
OR,072025PT,#5 PATIO TREE,SYRINGA PATULA MISS KIM,Syringa pubescens subsp. patula 'Miss Kim'                  ,Miss Kim Korean Lilac                                       ,,,14949720455
CT,406843,#3,SYRINGA PRESIDENT GREVY,                                                            ,                                                            ,,,14949398753
CT,406853,#3,SYRINGA PRESIDENT POINCAIRE,                                                            ,                                                            ,,,14949398791
CT,406813,#3,SYRINGA SGR PLM FAIRY R P15588,                                                            ,                                                            ,,,14949398838
CT,406815,#5,SYRINGA SGR PLM FAIRY R P15588,                                                            ,                                                            ,,,14949398852
CT,12163,#3,SYRINGA TINKERBELLE R P12294,                                                            ,                                                            ,,,14949398883
CT,12167,#7,SYRINGA TINKERBELLE R P12294,                                                            ,                                                            ,,,14949398920
OR,071801S,SuperOne TM,SYRINGA V ANGEL WHITE,Syringa vulgaris 'Angel White' (Descanso Hybrid)            ,Angel White Lilac                                           ,,,14949059814
